college_name,college_link,duration,fees,rank,placement,c_type,program
"Swami Rama Himalayan University, Dehradun",https://www.collegesearch.in/university/swami-rama-himalayan-university-dehradun,2 Years,"Rs 1,77,600/-",,,State Private University,Master of Business Administration(MBA)
Guru Gobind Singh Educational Society&rsquo;s Technical Campus (GGSESTC),https://www.collegesearch.in/colleges/guru-gobind-singh-educational-societys-technical-campus-ggsestc,2 Years,"Rs 1,34,420/-",,,,Master of Business Administration(MBA)
"Bells Institute of Management & Technology, Shimla",https://www.collegesearch.in/colleges/bells-institute-of-management-technology-shimla,2 Years,"Rs 1,42,000/-",,,,Master of Business Administration(MBA)
"Raajdhani Engineering College, Bhubaneswar",https://www.collegesearch.in/colleges/raajdhani-engineering-college-bhubaneswar,2 Years,,,,,Master of Business Administration(MBA)
"Maris Stella College, Vijayawada",https://www.collegesearch.in/colleges/maris-stella-college-vijayawada,2 Years,,,,,Master of Business Administration(MBA)
"Disha Institute of Science & Technology, Bijnor",https://www.collegesearch.in/colleges/disha-institute-of-science-technology-bijnor,2 Years,,,,,Master of Business Administration(MBA)
VKR VNB & AGK Engineering College,https://www.collegesearch.in/colleges/vkr-vnb-agk-engineering-college,2 Years,"Rs 56,000/-",,,,Master of Business Administration(MBA)
"The Indian Institute of Financial Planning (IIFP), Delhi",https://www.collegesearch.in/colleges/the-indian-institute-of-financial-planning-iifp-delhi,2 Years,,,"Average -Rs.
                                3.75 L.P.A/-Highest -Rs.
                                7.00 L.P.A/-",,Master of Business Administration(MBA)
"Acharya Institute of Graduate Studies, Bangalore",https://www.collegesearch.in/colleges/acharya-institute-of-graduate-studies-bangalore,2 Years,,,,,Master of Business International (MIB)
"Indore Management Institute and Research Centre, Indore",https://www.collegesearch.in/colleges/indore-management-institute-and-research-centre-indore,2 Years,,,,,Master of Business Administration(MBA)
"Young Man Christian Association (YMCA), Delhi",https://www.collegesearch.in/colleges/young-man-christian-association-ymca-delhi,1 Year,,,,,Post Graduate Diploma in Business Management (PGDBM)
"Institute of Management Sciences, Jammu",https://www.collegesearch.in/colleges/institute-of-management-sciences-jammu,2 Years,,,,,Master of Business Administration(MBA)
"Matrusri Institute of PG Studies, Hyderabad",https://www.collegesearch.in/colleges/matrusri-institute-of-pg-studies-hyderabad,2 Years,"Rs 1,50,100/-",,,,Master of Business Administration(MBA)
"Global Institute of Management and Technology, Noida",https://www.collegesearch.in/colleges/global-institute-of-management-and-technology-noida,2 Years,,,"Average -Rs.
                                2.7 L.P.A/-Highest -Rs.
                                4.8 L.P.A/-",Autonomous,Master of Business Administration(MBA)
"Institute of Logistics & Aviation Management (ILAM), Noida",https://www.collegesearch.in/colleges/institute-of-logistics-aviation-management-ilam,2 Years,"Rs 5,00,000/-",,,,MBA in Aviation
"Indus International University, Solan",https://www.collegesearch.in/university/indus-international-university,2 Years,"Rs 2,10,000/-",,,State Private University,Master of Business Administration(MBA)
"Karnataka College of Management, Bangalore",https://www.collegesearch.in/colleges/karnataka-college-of-management,2 Years,,,,,Master of Business Administration(MBA)
"Dev Technical Campus, Agra",https://www.collegesearch.in/colleges/dev-technical-campus-agra,2 Years,,,,,Master of Business Administration(MBA)
"South Point Institute of Technology & Management, Sonepat",https://www.collegesearch.in/colleges/south-point-institute-of-technology-management-sonepat,2 Years,,,,,Master of Business Administration(MBA)
"Sagar Institute of Technology & Management, Lucknow",https://www.collegesearch.in/colleges/sagar-institute-of-technology-management-lucknow,2 Years,,,,,Master of Business Administration(MBA)
"Sheila Raheja School Of Business Management & Research, Mumbai",https://www.collegesearch.in/colleges/sheila-raheja-school-of-business-management-research-mumbai,2 Years,"Rs 1,14,000/-",,,,Master in Management Studies (MMS)
"Nalanda Institute of Engineering & Technology, Guntur",https://www.collegesearch.in/colleges/nalanda-institute-of-engineering-technology-guntur,2 Years,,,,,Master of Business Administration(MBA)
"Global Group of Institutions, Lucknow",https://www.collegesearch.in/colleges/global-group-of-institutions-lucknow,2 Years,,,,,Master of Business Administration(MBA)
"United Institute of Management, Allahabad",https://www.collegesearch.in/colleges/united-institute-of-management-allahabad,2 Years,,,,,Master of Business Administration(MBA)
Landmark Technical Campus,https://www.collegesearch.in/colleges/landmark-technical-campus,2 Years,,,,,Master of Business Administration(MBA)
"ARS College of Engineering and Technology, Chennai",https://www.collegesearch.in/colleges/ars-college-of-engineering-and-technology-chennai,2 Years,"Rs 1,30,000/-",,,,Master of Business Administration(MBA)
Continental College of Higher Studies,https://www.collegesearch.in/colleges/continental-college-of-higher-studies,2 Years,"Rs 1,50,000/-",,,,Master of Business Administration(MBA)
"DIPS Institute of Management & Technology, Jalandhar",https://www.collegesearch.in/colleges/dips-institute-of-management-technology-jalandhar,2 Years,,,,,Master of Business Administration(MBA)
"Bansal Institute of Engineering & Technology, Lucknow",https://www.collegesearch.in/colleges/bansal-institute-of-engineering-technology-lucknow,2 Years,,,,,Master of Business Administration(MBA)
"SN Patel Institute of Technology & Research Centre, Surat",https://www.collegesearch.in/colleges/sn-patel-institute-of-technology-research-centre-surat,2 Years,,,,,Master of Business Administration(MBA)
"AVS College of Science, Salem",https://www.collegesearch.in/colleges/avs-college-of-science-salem,2 Years,,,,,Master of Business Administration(MBA)
"Uttaranchal Institute of Management, Dehradun",https://www.collegesearch.in/colleges/uttaranchal-institute-of-management-dehradun,2 Years,"Rs 1,90,000/-",,,,Master of Business Administration(MBA)
"PGP College of Engineering & Technology, Namakkal",https://www.collegesearch.in/colleges/pgp-college-of-engineering-technology,2 Years,,,,,Master of Business Administration(MBA)
"Bhagwati Institute of Management & Technology (BIMT), Meerut",https://www.collegesearch.in/colleges/bhagwati-institute-of-management-technology-bimt-meerut,2 Years,,,,,Master of Business Administration(MBA)
"CKD Institute of Management & Technology, Amritsar",https://www.collegesearch.in/colleges/ckd-institute-of-management-technology-amritsar,2 Years,,,,,Master of Business Administration(MBA)
"ARM College of Engineering and Technology, Chennai",https://www.collegesearch.in/colleges/arm-college-of-engineering-and-technology-chennai,2 Years,"Rs 60,000/-",,,,Master of Business Administration(MBA)
Yogi Vemana University,https://www.collegesearch.in/colleges/yogi-vemana-university,2 Years,,,,State University,Master of Business Administration(MBA)
"Shiv Kumar Singh Institute of Technology & Science, Indore",https://www.collegesearch.in/colleges/shiv-kumar-singh-institute-of-technology-science-indore,2 Years,,,,,Master of Business Administration(MBA)
"RM Institute, Delhi",https://www.collegesearch.in/colleges/rm-institute-delhi,3 Years 6 Months,,,,Autonomous,MBA Industry Integrated
"Modern Institute of Technology and Management (MITM), Bhubaneswar",https://www.collegesearch.in/colleges/modern-institute-of-technology-and-management-mitm-bhubaneswar,2 Years,,,,,Master of Business Administration(MBA)
C K Shah Vijapurwala Institute of Management,https://www.collegesearch.in/colleges/c-k-shah-vijapurwala-institute-of-management,2 Years,"Rs 1,82,000/-",,,,Master of Business Administration(MBA)
"Vignan Institute of Technology and Management, Berhampur",https://www.collegesearch.in/colleges/vignan-institute-of-technology-and-management-berhampur,2 Years,"Rs 2,29,000/-",,,,Master of Business Administration(MBA)
"MP Institute of Management And Computer Application, Varanasi",https://www.collegesearch.in/colleges/mp-institute-of-management-and-computer-application-varanasi,2 Years,,,,,Master of Business Administration(MBA)
"Gyan Bharti Institute of Technology, Meerut",https://www.collegesearch.in/colleges/gyan-bharti-institute-of-technology-meerut,2 Years,,,,,Master of Business Administration(MBA)
"Culinary Institute of India & CITMS, Durgapur",https://www.collegesearch.in/colleges/culinary-institute-of-india-citms-durgapur,2 Years,"Rs 1,60,000/-",,,,Master of Business Administration(MBA)
"Global Business School, Hubli",https://www.collegesearch.in/colleges/global-business-school-hubli,2 Years,,,,,Master of Business Administration(MBA)
"Aizza College of Engineering & Technology, Adilabad",https://www.collegesearch.in/colleges/aizza-college-of-engineering-technology,2 Years,"Rs 70,000/-",,,,Master of Business Administration(MBA)
"Ram Devi Jindal Group of Professional Institutes, Mohali",https://www.collegesearch.in/colleges/ram-devi-jindal-group-of-professional-institutes-mohali,2 Years,"Rs 1,40,000/-",,,,Master of Business Administration(MBA)
"Sri Sairam Institute of Technology, Chennai",https://www.collegesearch.in/colleges/sri-sairam-institute-of-technology-chennai,2 Years,"Rs 1,10,000/-",,,,Master of Business Administration(MBA)
VSM College of Engineering,https://www.collegesearch.in/colleges/vsm-college-of-engineering,2 Years,,,,,Master of Business Administration(MBA)
"LR Institute of Management, Solan",https://www.collegesearch.in/colleges/lr-institute-of-management-solan,2 Years,,,,,Master of Business Administration(MBA)
"Scope College of Engineering, Bhopal",https://www.collegesearch.in/colleges/scope-college-of-engineering,2 Years,,,,,Master of Business Administration(MBA)
"Bhal Chandra Institute of Education & Management, Lucknow",https://www.collegesearch.in/colleges/bhal-chandra-institute-of-education-management-lucknow,2 Years,"Rs 1,26,800/-",,,,Master of Business Administration(MBA)
"KIT&rsquo;s Institute of Management Education & Research, Kolhapur",https://www.collegesearch.in/colleges/kits-institute-of-management-education-research-kolhapur,2 Years,"Rs 1,08,710/-",,,,Master of Business Administration(MBA)
"Maharishi Arvind Institute of Science & Management, Jaipur",https://www.collegesearch.in/colleges/maharishi-arvind-institute-of-science-management-jaipur,2 Years,,,,,Post Graduate Diploma in Management - PGDM
"Nigama Engineering College, Karimnagar",https://www.collegesearch.in/colleges/nigama-engineering-college-karimnagar,2 Years,"Rs 54,000/-",,,,Master of Business Administration(MBA)
"Rajeev Gandhi College, Bhopal",https://www.collegesearch.in/colleges/rajeev-gandhi-college-bhopal,2 Years,,,,,Master of Personnel Management (MPM)
"Maharaja Institute of Management and Technology, Gwalior",https://www.collegesearch.in/colleges/maharaja-institute-of-management-and-technology-gwalior,2 Years,"Rs 91,200/-",,,,Master of Business Administration(MBA)
"Model Institute of Engineering & Technology, Jammu",https://www.collegesearch.in/colleges/model-institute-of-engineering-technology-jammu,2 Years,,,,,Master of Business Administration(MBA)
"Raja Shree Shivraya Pratishthan, Pune",https://www.collegesearch.in/colleges/raja-shree-shivraya-pratishthan-pune,2 Years,,,,,Master of Business Administration(MBA)
"BBS Institute of Management Studies, Greater Noida",https://www.collegesearch.in/colleges/bbs-institute-of-management-studies-greater-noida,2 Years,,,,,Master of Business Administration(MBA)
"IIMR Pharma Business School, Delhi",https://www.collegesearch.in/colleges/iimr-pharma-business-school-delhi,2 Years,,,,,Post Graduate Programme in Public Policy & Management (PGPPM) + MBA
"Adhunik Institute of Productivity Management & Research, Ghaziabad",https://www.collegesearch.in/colleges/adhunik-institute-of-productivity-management-research,2 Years,"Rs 1,80,000/-",,,,Post Graduate Diploma in Management - PGDM
"NDMVP&rsquo;s Institute of Management and Research Technology, Nashik",https://www.collegesearch.in/colleges/ndmvps-institute-of-management-and-research-technology-nashik,2 Years,"Rs 1,11,028/-",,,,Master of Business Administration(MBA)
"Asma Institute of Management, Pune",https://www.collegesearch.in/colleges/asma-institute-of-management-pune,2 Years,"Rs 1,30,000/-",,,,Master of Business Administration(MBA)
"St Mary&rsquo;s School of Management Studies, Chennai",https://www.collegesearch.in/colleges/st-marys-school-of-management-studies-chennai,2 Years,"Rs 1,20,000/-",,"Average -Rs.
                                1.32 L.P.A/-",,Master of Business Administration(MBA)
"MLR Institute of Technology and Management, Hyderabad",https://www.collegesearch.in/colleges/mlr-institute-of-technology-and-management-hyderabad,2 Years,"Rs 53,400/-",,"Average -Rs.
                                2.4 L.P.A/-",,Master of Business Administration(MBA)
"Gyan Ganga Institute of Technology & Science, Jabalpur",https://www.collegesearch.in/colleges/gyan-ganga-institute-of-technology-science-jabalpur,2 Years,,,,,Master of Business Administration(MBA)
"James College of Engineering and Technology, Kanyakumari",https://www.collegesearch.in/colleges/james-college-of-engineering-and-technology-kanyakumari,2 Years,,,,,Master of Business Administration(MBA)
"Sri Subbaraya & Narayana College, Guntur",https://www.collegesearch.in/colleges/sri-subbaraya-narayana-college-guntur,2 Years,,,"Average -Rs.
                                2.0 L.P.A/-Highest -Rs.
                                2.4 L.P.A/-",,Master of Business Administration(MBA)
"ShriRam Institute of Information Technology - (SRIIT), Gwalior",https://www.collegesearch.in/colleges/shriram-institute-of-information-technology-sriit-gwalior,2 Years,,,,,Master of Business Administration(MBA)
"Madras Institute of Business Management, Chennai",https://www.collegesearch.in/colleges/madras-institute-of-business-management-chennai,2 Years,"Rs 3,95,000/-",,,,Master of Business Administration(MBA)
"Rajadhani Institute of Engineering and Technology, Thiruvananthapuram",https://www.collegesearch.in/colleges/rajadhani-institute-of-engineering-and-technology-thiruvananthapuram,2 Years,,,,,Master of Business Administration(MBA)
"Deccan Education Society&rsquo;s Institute of Management & Research, Sangli",https://www.collegesearch.in/colleges/deccan-education-societys-institute-of-management-research-sangli,2 Years,,,,,Master of Business Administration(MBA)
Sri Vasavi Institute of Management (SDGS College),https://www.collegesearch.in/colleges/sri-vasavi-institute-of-management-sdgs-college,2 Years,"Rs 53,400/-",,,,Master of Business Administration(MBA)
"Amrut Mody School of Management (AMSoM), Ahmedabad",https://www.collegesearch.in/colleges/amrut-mody-school-of-management-ahmedabad,2 Years,,,,,Master of Business Administration(MBA)
"BVM College of Technology & Management, Gwalior",https://www.collegesearch.in/colleges/bvm-college-of-technology-management-gwalior,2 Years,,,,,Master of Business Administration(MBA)
"OAS Institute of Technology and Management, Trichy",https://www.collegesearch.in/colleges/oas-institute-of-technology-and-management-trichy,2 Years,,,,,Master of Business Administration(MBA)
"Birla School of Management, Kolkata",https://www.collegesearch.in/colleges/birla-school-of-management-kolkata,2 Years,,,,,Master of Business Administration(MBA)
"Northpoint Centre of Learning, Mumbai",https://www.collegesearch.in/colleges/northpoint-centre-of-learning-mumbai,1 Year,"Rs 2,75,000/-",,"Average -Rs.
                                6 L.P.A/-",Autonomous,Post Graduate Program in Marketing Research
"Sadhana Centre for Management and Leadership Development (SCMLD), Pune",https://www.collegesearch.in/colleges/sadhana-centre-for-management-and-leadership-development-scmld-pune,2 Years,,,"Average -Rs.
                                4.08 L.P.A/-",,Master of Business Administration(MBA)
"Pulla Reddy Institute of Computer Science, Rangareddy",https://www.collegesearch.in/colleges/pulla-reddy-institute-of-computer-science,2 Years,,,,,Master of Business Administration(MBA)
"Yagyavalkya Institute of Technology, Jaipur",https://www.collegesearch.in/colleges/yagyavalkya-institute-of-technology-jaipur,2 Years,"Rs 2,03,500/-",,"Average -Rs.
                                2.5 L.P.A/-",,Master of Business Administration(MBA)
"CSR - Centre of Excellence, Mysore",https://www.collegesearch.in/colleges/csr-centre-of-excellence-mysore,2 Years,,,,,Master of Business Administration(MBA)
"Dr Ram Manohar Lohia Institute, Ghaziabad",https://www.collegesearch.in/colleges/dr-ram-manohar-lohia-institute-ghaziabad,2 Years,"Rs 1,54,400/-",,,,Master of Business Administration(MBA)
Sri Krishna Devaraya Engineering College,https://www.collegesearch.in/colleges/sri-krishna-devaraya-engineering-college,2 Years,"Rs 55,000/-",,,,Master of Business Administration(MBA)
"Engineering Staff College of India, Hyderabad",https://www.collegesearch.in/colleges/engineering-staff-college-of-india-hyderabad,2 Years,,,,Autonomous,Master of Business Administration(MBA)
"iVentures Academy of Business & Finance (IABF), Delhi",https://www.collegesearch.in/colleges/iventures-academy-of-business-finance-iabf-delhi,1 Year,,,,,Post Graduate Diploma in Wealth Management & Financial Market
"PES School of Engineering (PESSE), Bangalore",https://www.collegesearch.in/colleges/pes-school-of-engineering-pesse-bangalore,2 Years,,,,,Master of Business Administration(MBA)
"SIDVIN School of Business Management, Bangalore",https://www.collegesearch.in/colleges/sidvin-school-of-business-management-bangalore,1 Year,,,,,Post Graduate Diploma in Business Management (PGDBM)
CRV Institute of Technology and Science,https://www.collegesearch.in/colleges/crv-institute-of-technology-and-science,2 Years,,,,,Master of Business Administration(MBA)
"Shamli Institute of Engineering and Technology, Muzaffaranagar",https://www.collegesearch.in/colleges/shamli-institute-of-engineering-and-technology-muzaffaranagar,2 Years,,,,,Master of Business Administration(MBA)
"Indus World School of Business (IWSB), Greater Noida",https://www.collegesearch.in/colleges/indus-world-school-of-business-iwsb-greater-noida,2 Years,"Rs 5,86,790/-",,,,MBA + PGPM
"Sun Institute of Management Studies, Udaipur",https://www.collegesearch.in/colleges/sun-institute-of-management-studies-udaipur,2 Years,,,,,Master of Business Administration(MBA)
"Global Institute of Management, Gandhinagar",https://www.collegesearch.in/colleges/global-institute-of-management-gandhinagar,2 Years,"Rs 1,08,000/-",,,,Master of Business Administration(MBA)
"Institute of Technology & Future Management Trends, Mohali",https://www.collegesearch.in/colleges/institute-of-technology-future-management-trends-mohali,2 Years,,,,,Master of Business Administration(MBA)
"Mittal Institute of Technology, Bhopal",https://www.collegesearch.in/colleges/mittal-institute-of-technology-bhopal,2 Years,,,,,Master of Business Administration(MBA)
"Adharshila College of Education, Meerut",https://www.collegesearch.in/colleges/adharshila-college-of-education-meerut,2 Years,"Rs 1,47,300/-",,,,Master of Business Administration(MBA)
"Versatile Business School, Chennai",https://www.collegesearch.in/colleges/versatile-business-school-chennai,2 Years,"Rs 2,75,000/-",,,,Master of Business Administration(MBA)
"Noble Institute of Management & Technology, Lucknow",https://www.collegesearch.in/colleges/noble-institute-of-management-technology-lucknow,2 Years,"Rs 1,87,000/-",,,,Master of Business Administration(MBA)
"Godavari Institute of Management & Research, Jalgaon",https://www.collegesearch.in/colleges/godavari-institute-of-management-research-jalgaon,2 Years,,,,,Master of Business Administration(MBA)
"Disha Institute of Advanced Studies (DIAS), Bahadurgarh",https://www.collegesearch.in/colleges/disha-institute-of-advanced-studies-dias-bahadurgarh,2 Years,,,,,Master of Business Administration(MBA)
"Anupama Institute of Management, Gurgaon",https://www.collegesearch.in/colleges/anupama-institute-of-management-gurgaon,2 Years,,,,,Master of Business Administration(MBA)
"ICL Institute of Engineering & Technology, Ambala",https://www.collegesearch.in/colleges/icl-institute-of-engineering-technology-ambala,2 Years,"Rs 1,47,000/-",,,,Master of Business Administration(MBA)
"Audyogik Tantra Shikshan Sanstha, Pune",https://www.collegesearch.in/colleges/audyogik-tantra-shikshan-sanstha-pune,2 Years,,,,,Post Graduate Diploma in Business Management (PGDBM)
"VAAG Devi Degree College & PG College, Warangal",https://www.collegesearch.in/colleges/vaag-devi-degree-college-pg-college-warangal,2 Years,"Rs 12,48,135/-",,"Average -Rs.
                                1.8 L.P.A/-",,Master of Business Administration(MBA)
"VM Kirupananda Variyar Engineering College, Salem",https://www.collegesearch.in/colleges/vm-kirupananda-variyar-engineering-college-salem,2 Years,"Rs 80,000/-",,,,Master of Business Administration(MBA)
Excel Business School,https://www.collegesearch.in/colleges/excel-business-school,2 Years,,,,,Master of Business Administration(MBA)
Shri Satsangi Saket Dham Group of Institutions,https://www.collegesearch.in/colleges/shri-satsangi-saket-dham-group-of-institutions,2 Years,,,,,Master of Business Administration(MBA)
"Centre for Development of Advanced Computing, Noida",https://www.collegesearch.in/colleges/centre-for-development-of-advanced-computing-noida,2 Years,,,,,Master of Business Administration(MBA)
"Bansal Institute of Research & Technology, Bhopal",https://www.collegesearch.in/colleges/bansal-institute-of-research-technology-bhopal,2 Years,,,,,Master of Business Administration(MBA)
"Sreekavitha Engineering College, Hyderabad",https://www.collegesearch.in/colleges/sreekavitha-engineering-college,2 Years,,,,,Master of Business Administration(MBA)
"Sat Priya Institute of Management & Research, Rohtak",https://www.collegesearch.in/colleges/sat-priya-institute-of-management-research-rohtak,2 Years,"Rs 79,902/-",,,,Master of Business Administration(MBA)
"Mamasaheb Mohol College of Business Administration, Pune",https://www.collegesearch.in/colleges/mamasaheb-mohol-college-of-business-administration-pune,2 Years,"Rs 1,64,000/-",,,,Master of Business Administration(MBA)
"Kamla Poddar Institutions, Jaipur",https://www.collegesearch.in/colleges/kamla-poddar-institutions-jaipur,2 Years,,,,,Master of Business Administration(MBA)
"Adarsha Shikshan Mandal&rsquo;s Institute of Management Education, Pune",https://www.collegesearch.in/colleges/adarsha-shikshan-mandals-institute-of-management-education-pune,2 Years,,,,,Master of Business Administration(MBA)
"BBS Institute of Management & Technology, Allahabad",https://www.collegesearch.in/colleges/bbs-institute-of-management-technology-allahabad,2 Years,"Rs 1,62,000/-",,,,Master of Business Administration(MBA)
"School of Management - Sumandeep Vidyapeeth University, Vadodara",https://www.collegesearch.in/university/school-of-management-sumandeep-vidyapeeth-university,2 Years,,,,Deemed,Master of Business Administration(MBA)
"Institute of Business Management & Research - Chakan, Pune",https://www.collegesearch.in/colleges/institute-of-business-management-research-chakan-pune,2 Years,,,,,Master of Business Administration(MBA)
"The Entrepreneurship School - TES, Gurgaon",https://www.collegesearch.in/colleges/the-entrepreneurship-school-tes-gurgaon,2 Years,"Rs 15,00,000/-",,,,Postgraduate Entrepreneurship Programme
"CMR Bangalore School of Business, Bangalore",https://www.collegesearch.in/colleges/cmr-bangalore-school-of-business-bangalore,2 Years,,,,Autonomous,Post Graduate Diploma in Management - PGDM
"Maharaja College of Management, Udaipur",https://www.collegesearch.in/colleges/maharaja-college-of-management-udaipur,2 Years,,,,,Master of Business Administration(MBA)
"Rayat Bahra Group of Institutes, Panipat",https://www.collegesearch.in/colleges/rayat-bahra-group-of-institutes-panipat,2 Years,,,,,Master of Business Administration(MBA)
Navneet College of Technology & Management (NCTM),https://www.collegesearch.in/colleges/navneet-college-of-technology-management-nctm,2 Years,"Rs 1,60,000/-",,,,Master of Business Administration(MBA)
Shree Ram Institute of Engineering & Technology,https://www.collegesearch.in/colleges/shree-ram-institute-of-engineering-technology,2 Years,,,,,Master of Business Administration(MBA)
"Biff & Bright College of Technical Education, Jaipur",https://www.collegesearch.in/colleges/biff-bright-college-of-technical-education-jaipur,2 Years,,,,,Master of Business International (MIB)
Millia Institute of Technology,https://www.collegesearch.in/colleges/millia-institute-of-technology,2 Years,,,,,Master of Business Administration(MBA)
"IILM Academy of Higher Learning (IILMAHL), Jaipur",https://www.collegesearch.in/colleges/iilm-academy-of-higher-learning-iilmahl-jaipur,2 Years,,,"Average -Rs.
                                2.4 L.P.A/-Highest -Rs.
                                6 L.P.A/-",Autonomous,Post Graduate Diploma in Management - PGDM
"Lal Bahadur Shastri Institute of Management and Technology - Indore, Indore",https://www.collegesearch.in/colleges/Lal_Bahadur_Shastri_Institute_of_Management_and_Technology_-_Indore,2 Years,"Rs 2,56,000/-",,,Autonomous,Post Graduate Diploma in Management - PGDM
Avanthi&rsquo;s Research and Technological Academy,https://www.collegesearch.in/colleges/avanthis-research-and-technological-academy,2 Years,,,,,Master of Business Administration(MBA)
"Lakshmi Narain College of Technology - Jabaplur, Jabalpur",https://www.collegesearch.in/colleges/lakshmi-narain-college-of-technology-jabaplur-jabalpur,2 Years,,,,,Master of Business Administration(MBA)
"DR College of Engineering & Technology (DRCET), Panipat",https://www.collegesearch.in/colleges/dr-college-of-engineering-technology-drcet-panipat,2 Years,"Rs 1,10,000/-",,,,Master of Business Administration(MBA)
"Priyadarshini Postgraduate Centre, Nellore",https://www.collegesearch.in/colleges/priyadarshini-postgraduate-centre-nellore,2 Years,"Rs 54,000/-",,,,Master of Business Administration(MBA)
"Maharana College Of Management, Bhopal",https://www.collegesearch.in/colleges/maharana-college-of-management-bhopal,2 Years,"Rs 1,14,400/-",,,,Master of Business Administration(MBA)
KKC College of Engineering and Technology,https://www.collegesearch.in/colleges/kkc-college-of-engineering-and-technology,2 Years,,,,,Master of Business Administration(MBA)
Duvvuru Ramanamma Womens College,https://www.collegesearch.in/colleges/duvvuru-ramanamma-womens-college,2 Years,,,,Autonomous,Master of Business Administration(MBA)
"Dr DY Patil Center For Management & Research, Pune",https://www.collegesearch.in/colleges/dr-dy-patil-center-for-management-research-pune,2 Years,"Rs 13,072/-",,,,Master of Business Administration(MBA)
Omega PG College,https://www.collegesearch.in/colleges/omega-pg-college,2 Years,,,,,Master of Business Administration(MBA)
"Sahara Arts & Management Academy, Lucknow",https://www.collegesearch.in/colleges/sahara-arts-management-academy-lucknow,2 Years,,,,,Master of Business Administration(MBA)
"Maharashtra Education Society, Pune",https://www.collegesearch.in/colleges/maharashtra-education-society-pune,2 Years,,,,,Master of Business Administration(MBA)
KNV Institute of Business Management,https://www.collegesearch.in/colleges/knv-institute-of-business-management,2 Years,"Rs 1,41,310/-",,,,Master of Business Administration(MBA)
"Neesa Institute of Management Studies, Jaipur",https://www.collegesearch.in/colleges/neesa-institute-of-management-studies-jaipur,2 Years,,,,Autonomous,Master of Business Administration(MBA)
"NH School of Management & Technology, Bangalore",https://www.collegesearch.in/colleges/nh-school-of-management-technology-bangalore,2 Years,,,,,Master of Business Administration(MBA)
"Rishi Chadha Visvas Girls Institute of Technology, Ghaziabad",https://www.collegesearch.in/colleges/rishi-chadha-visvas-girls-institute-of-technology-ghaziabad,2 Years,"Rs 1,01,600/-",,,,Master of Business Administration(MBA)
"Mahatama Gandhi College, Guntur",https://www.collegesearch.in/colleges/mahatama-gandhi-college-guntur,2 Years,,,,,Master of Business Administration(MBA)
"Institute of Advanced Management & Research, Ghaziabad",https://www.collegesearch.in/colleges/institute-of-advanced-management-research-ghaziabad,2 Years,,,,,Post Graduate Diploma in Management - PGDM
Adrash College of Engineering (ACEE),https://www.collegesearch.in/colleges/adrash-college-of-engineering-acee,2 Years,,,,,Master of Business Administration(MBA)
"RKG Chandrakanta College of Management & Technology for Women, Ghaziabad",https://www.collegesearch.in/colleges/rkg-chandrakanta-college-of-management-technology-for-women-ghaziabad,2 Years,,,"Average -Rs.
                                1.20 L.P.A/-",,Master of Business Administration(MBA)
"ICL Institute of Management & Technology, Ambala",https://www.collegesearch.in/colleges/icl-institute-of-management-technology-ambala,2 Years,,,,,Master of Business Administration(MBA)
"Sagar Institute of Research Technology & Science, Bhopal",https://www.collegesearch.in/colleges/sagar-institute-of-research-technology-science-bhopal,2 Years,"Rs 1,12,000/-",,,,Master of Business Administration(MBA)
Jyothishamthi College of Engineering & Technology,https://www.collegesearch.in/colleges/jyothishamthi-college-of-engineering-technology,2 Years,,,,,Master of Business Administration(MBA)
C U Shah College of Engineering & Technology,https://www.collegesearch.in/colleges/c-u-shah-college-of-engineering-technology,2 Years,,,,,Master of Business Administration(MBA)
"Badruka College Post-Graduate Centre, Hyderabad",https://www.collegesearch.in/colleges/badruka-college-post-graduate-centre-hyderabad,2 Years,,,,,Master of Business Administration(MBA)
"Bahra Faculty of Management, Patiala",https://www.collegesearch.in/colleges/bahra-faculty-of-management-patiala,2 Years,,,,,Master of Business Administration(MBA)
St Josephs College of Engineering and Technology,https://www.collegesearch.in/colleges/st-josephs-college-of-engineering-and-technology,2 Years,,,,,Master of Business Administration(MBA)
"DY Patil University - Institute of Distance Learning, Pune",https://www.collegesearch.in/colleges/dy-patil-university-institute-of-distance-learning-pune,2 Years,"Rs 1,00,000/-",,,Deemed,Master of Business Administration(MBA)
St Pauls Colleges of Management & Information Technology,https://www.collegesearch.in/colleges/st-pauls-colleges-of-management-information-technology,2 Years,,,"Average -Rs.
                                2.4 L.P.A/-",,Master of Business Administration(MBA)
"Shridevi Institute of Engineering and Technology, Bangalore",https://www.collegesearch.in/colleges/shridevi-institute-of-engineering-and-technology-bangalore,2 Years,,,,,Master of Business Administration(MBA)
"Bangalore Institute of International Management, Bangalore",https://www.collegesearch.in/colleges/bangalore-institute-of-international-management-bangalore,2 Years,,,,,Master of Business Administration(MBA)
"Sri Madan Lal Institute of Management, Etawah",https://www.collegesearch.in/colleges/sri-madan-lal-institute-of-management-etawah,2 Years,,,,,Master of Business Administration(MBA)
Abacus Institute of Computer Application,https://www.collegesearch.in/colleges/abacus-institute-of-computer-application,2 Years,,,,,Master of Business Administration(MBA)
"Al Barkar Institute of Management Studies, Aligarh",https://www.collegesearch.in/colleges/al-barkar-institute-of-management-studies-aligarh,2 Years,"Rs 1,61,200/-",,,,Master of Business Administration(MBA)
