program,course_languageEn,duration,university_name,ielts,toefl,gpa,fees,college_link
bsc computer science,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc data science,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc disability studies,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc economics,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc economics-finance,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc engineering science,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc environmental studies,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc finance,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc health and exercise science,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc marketing,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc mathematics,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc neuroscience,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc physics,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc psychology,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc public health studies,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc sport management,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ma education,english,2 years,roanoke college,6.0,68.0,0.0,39800.0,not specified
mba business administration,english,1 years,roanoke college,6.0,68.0,0.0,26640.0,not specified
ba 3d digital design,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba 3d visualization option - 3d digital design,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba advertising photography - photographic and imaging arts,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba advertising and public relations,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba animation option - film and animation,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba applied modern language and culture,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba ceramics - studio arts,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba chinese option - applied modern language and culture,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba communication,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba english,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba film and animation,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba fine art photography option - photographic and imaging arts,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba french option - applied modern language and culture,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba furniture design option,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba game arts option - 3d digital design,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba glass option,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba graphic design,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba graphic design,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba history,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba illustration,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba industrial design,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba interior design,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba international and global studies,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba japanese option - applied modern language and culture,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba journalism option - communication,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba medical illustration,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba metals and jewelry design option,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba museum studies,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba new media design,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba new media design,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba new media design,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba painting option,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba photographic and imaging arts,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba photojournalism - photographic and imaging arts,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba photojournalism option - photographic and imaging arts,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba printmaking option,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba production - film and animation,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba sculpture and expanded forms option,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba studio arts,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba studio arts exploration,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
ba visual media option - photographic and imaging arts,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs asl-english interpretation,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs accounting,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs advertising and public relations,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs aerospace engineering option - mechanical engineering,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs applied mathematics,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs applied statistics and data analytics,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs artificial intelligence option - electrical engineering,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs automotive engineering option - mechanical engineering,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs biochemistry,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs bioengineering option - mechanical engineering,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs bioinformatics and computational biology,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs biology,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs biomedical engineering,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs biomedical sciences,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs biotechnology and molecular bioscience,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs chemical engineering,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs chemistry,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs civil engineering technology,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs clean and renewable energy option - electrical engineering,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs clean and renewable energy option - electrical engineering,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs communication,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs community development and inclusive leadership,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs computational mathematics,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs computer engineering,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs computer engineering option - electrical engineering,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs computer engineering technology,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs computer science,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs computing and information technologies,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs criminal justice,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs cybersecurity,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs diagnostic medical sonography (ultrasound),english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs economics,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs electrical engineering,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs electrical engineering technology,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs energy and the environment option - mechanical engineering,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs energy and the environment option - mechanical engineering,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
bs environmental science,english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
"bs environmental sustainability, health and safety",english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
"bs environmental sustainability, health and safety",english,4 years,rochester institute of technology,6.0,79.0,0.0,243096.0,not specified
